1,1,-0.00836442
1,1,-0.00427173
1,1,0.00630145
1,1,0.0102054
1,1,0.00207222
1,1,-0.0054229
1,1,0.00954299
1,1,0.00578152
1,1,0.00448313
1,1,0.00231126
1,1,0.00498567
1,1,-0.00180281
1,1,-0.0121103
1,1,-0.00798757
1,1,0.00312386
1,1,0.00486406
1,1,0.00555976
1,1,-0.00533919
1,1,0.00850387
1,1,0.00329736
1,1,0.00857581
1,1,0.0078826
1,1,0.00173882
1,1,0.00448121
1,1,-0.0128148
1,1,0.00625383
1,1,-0.00317378
1,1,-0.0112409
1,1,0.000813321
1,1,-0.000500791
1,1,-0.00852854
1,1,-0.00526147
1,1,0.018174
1,1,0.0108727
1,1,-0.00866244
1,1,-0.00617225
1,1,0.0127682
1,1,0.00597365
1,1,-0.00597671
1,1,0.00658525
1,1,0.00249353
1,1,-0.00275067
1,1,-0.00152315
1,1,0.00337363
1,1,0.0132713
1,1,-0.00064781
1,1,-0.000183142
1,1,0.00784734
1,1,8.34092e-05
1,1,-0.00564559
1,1,0.00606915
1,1,0.00282711
1,1,0.00716672
1,1,-0.00321513
1,1,-0.0139193
1,1,-0.0195191
1,1,0.00671455
1,1,0.0161279
1,1,0.0184792
1,1,-0.0130858
1,1,-0.00957952
1,1,-0.00595576
1,1,0.0107146
1,1,0.015957
1,1,0.00911905
1,1,0.00544167
1,1,-0.0129534
1,1,0.00240292
1,1,0.0119642
1,1,0.0081947
1,1,0.00348027
1,1,-0.0174642
1,1,0.00364997
1,1,0.00183688
1,1,-0.00880263
1,1,0.00303064
1,1,-0.00155923
1,1,-0.0142598
1,1,-0.00962458
1,1,-0.00902824
1,1,0.000854759
1,1,-0.00248043
1,1,0.00398392
1,1,-0.00413353
1,1,0.00352522
1,1,-0.00670505
1,1,-0.0047982
1,1,0.000279275
1,1,0.00832747
1,1,0.00165367
1,1,-0.00344736
1,1,-0.00874661
1,1,-0.0024643
1,1,0.000940648
1,1,0.0100335
1,1,0.0104131
1,1,0.0102578
1,1,-0.00119088
1,1,0.00771659
1,1,0.0133759
1,1,0.00529709
1,1,-0.00475681
1,1,-0.00494904
1,1,0.0118883
1,1,0.00939121
1,1,0.00685917
1,1,0.00115258
1,1,-0.00442575
1,1,-0.0100665
1,1,-0.0138361
1,1,-0.0053052
1,1,-0.00185749
1,1,-0.00349896
1,1,0.000181158
1,1,0.00175604
1,1,-0.00224155
1,1,-0.00457538
1,1,-0.00336769
1,1,0.00863467
1,1,0.00326373
1,1,-0.00276887
1,1,-0.00200172
1,1,-0.00199597
1,1,0.0012956
1,1,0.00734995
1,1,-0.290916
1,1,-0.232416
1,1,-0.056515
1,1,-0.104882
1,1,0.110485
1,1,-0.135847
1,1,-0.239669
1,1,0.101807
1,1,0.324864
1,1,0.192522
1,1,-0.112399
1,1,0.0444917
1,1,0.27123
1,1,0.33854
1,1,0.120407
1,1,-0.216565
1,1,-0.148764
1,1,0.151735
1,1,0.355967
1,1,-0.127897
1,1,-0.48642
1,1,-0.0627407
1,1,0.36389
1,1,0.0382719
1,1,-0.272169
1,1,-0.039576
1,1,0.0348886
1,1,-0.061509
1,1,-0.0914345
1,1,0.192548
1,1,0.159991
1,1,-0.182985
1,1,0.119114
1,1,0.166927
1,1,0.0941519
1,1,-0.0850585
1,1,0.155922
1,1,0.130206
1,1,-0.144532
1,1,-0.20426
1,1,-0.0376521
1,1,0.406073
1,1,-0.376156
1,1,-0.0904742
1,1,0.198601
1,1,0.0912285
1,1,-0.228773
1,1,-0.182999
1,1,0.0491044
1,1,0.0265701
1,1,-0.202844
1,1,-0.0647151
1,1,0.0478476
1,1,0.259341
1,1,-0.149437
1,1,-0.103933
1,1,0.237482
1,1,0.157733
1,1,0.000761954
